-3.261070804801944334e-01;-5.247275016738955911e-01;0.000000000000000000e+00
-2.808745954176704585e-01;-1.165790550078277255e+00;0.000000000000000000e+00
-1.383851346557678275e+00;1.064447789282420898e+00;1.000000000000000000e+00
7.177194978857435181e-01;1.667855559671944932e-01;0.000000000000000000e+00
-8.167055723121852129e-01;3.851123200777776256e-01;1.000000000000000000e+00
-5.557489277207007250e-01;1.473266829648851362e+00;1.000000000000000000e+00
7.211989198136299350e-01;-1.574609590444707719e+00;0.000000000000000000e+00
8.986494381358394179e-01;-1.445005256371094671e+00;0.000000000000000000e+00
8.464581092175424981e-01;1.581995297831412683e+00;1.000000000000000000e+00
6.968429663184246836e-01;-5.464731953104078332e-01;0.000000000000000000e+00
-1.328180595711494716e+00;1.567208226158584461e+00;1.000000000000000000e+00
1.531904229011175067e+00;1.446302169539576132e+00;0.000000000000000000e+00
-8.950638938391515531e-02;-1.624189771935955706e+00;0.000000000000000000e+00
7.351166075251758247e-01;-2.063705468353559669e-01;0.000000000000000000e+00
4.393657436548267237e-01;1.206846854577885014e-01;0.000000000000000000e+00
9.856349863330008398e-01;8.939615511721646923e-01;0.000000000000000000e+00
1.716313591189157384e+00;-5.821361328742878927e-01;0.000000000000000000e+00
5.681043549866257036e-01;-1.337146615933993754e+00;0.000000000000000000e+00
-3.017511269849891820e-01;3.181355836773198664e-01;1.000000000000000000e+00
-2.356421103551464558e-01;4.327001611180483071e-02;1.000000000000000000e+00
-1.175086030884490595e+00;1.306259902520437333e+00;1.000000000000000000e+00
-1.108977014254647786e+00;-1.480920878895031212e-01;1.000000000000000000e+00
1.698916481549725077e+00;-1.306702644842876682e+00;0.000000000000000000e+00
-1.081141638831556229e+00;-6.371879657983552103e-02;1.000000000000000000e+00
-1.672643366572254431e+00;4.625269894237613033e-01;1.000000000000000000e+00
4.532834313663725578e-01;-1.117950024077950077e+00;0.000000000000000000e+00
2.166827402700932936e-01;1.085323655173472623e+00;1.000000000000000000e+00
-7.540759776102289313e-01;-1.172749172041961163e+00;0.000000000000000000e+00
9.995526740445467295e-01;-1.669420814699901223e+00;0.000000000000000000e+00
1.103935331881140458e+00;1.424556475903064001e+00;1.000000000000000000e+00
9.125671258473851966e-01;-3.168386705088382937e-01;0.000000000000000000e+00
1.549301338650607374e+00;1.320177146447805150e+00;0.000000000000000000e+00
1.598013245641017877e+00;4.573080229509983718e-01;0.000000000000000000e+00
1.065661690674389428e+00;-1.684207886372729668e+00;0.000000000000000000e+00
-7.958290407448664894e-01;4.999295824785623954e-01;1.000000000000000000e+00
6.481310593280142918e-01;3.257939820622261177e-03;0.000000000000000000e+00
-1.439522097403861611e+00;-1.220589698042288118e+00;1.000000000000000000e+00
1.483192322020764564e+00;1.937502160764697223e-01;0.000000000000000000e+00
-1.088100482687329063e+00;1.535024599576546356e+00;1.000000000000000000e+00
5.367895576356476184e-01;4.625269894237613033e-01;0.000000000000000000e+00
1.222235677429280187e+00;-1.203193143133078236e+00;0.000000000000000000e+00
-1.286427532576857269e+00;-1.218850042551367086e+00;1.000000000000000000e+00
-1.098538748470988535e+00;-2.072403745808164832e-01;1.000000000000000000e+00
-6.218579443505435345e-01;1.666368589141080436e+00;1.000000000000000000e+00
1.298782959842782248e+00;-2.837852161813396723e-01;0.000000000000000000e+00
2.897506007557089647e-01;-1.460662155789383521e+00;0.000000000000000000e+00
-1.138623428791203790e-01;8.330736089899303254e-01;1.000000000000000000e+00
-1.834507814368495637e-01;-1.533727686408064672e+00;0.000000000000000000e+00
-8.306232600237311026e-01;-9.416276767095269062e-02;1.000000000000000000e+00
-1.227277359802787515e+00;1.128815042446497108e+00;1.000000000000000000e+00
-1.328180595711494716e+00;7.234753130619084871e-01;1.000000000000000000e+00
1.296971920729318162e-01;-1.265820740806233635e+00;0.000000000000000000e+00
9.490297279406720299e-02;-6.986930507659936396e-01;0.000000000000000000e+00
9.543201889820227546e-01;-1.057931909641176338e+00;0.000000000000000000e+00
1.157795043613859681e-01;3.624967986958048671e-01;1.000000000000000000e+00
1.326618335265874027e+00;-1.828851977079227198e-01;0.000000000000000000e+00
8.012256241550185232e-01;8.078486043715761289e-01;1.000000000000000000e+00
9.682378766935686443e-01;7.678365280803934878e-01;0.000000000000000000e+00
-8.027878846006394342e-01;-2.133291687990399033e-01;1.000000000000000000e+00
1.385768508039943780e+00;9.287546609905843464e-01;0.000000000000000000e+00
1.992856306306609870e-01;-1.298874195133732146e+00;0.000000000000000000e+00
4.045715243759621105e-01;-3.559809190545603630e-01;0.000000000000000000e+00
-1.138623428791203790e-01;-1.533727686408064672e+00;0.000000000000000000e+00
-1.521359840858714230e-01;-7.160896056752035221e-01;0.000000000000000000e+00
-1.456919207043293918e+00;-6.308464866200753640e-01;1.000000000000000000e+00
-9.663207152113030274e-01;9.522400101180175103e-01;1.000000000000000000e+00
8.568963750012018599e-01;-1.761792607042951542e-02;0.000000000000000000e+00
9.717172986214550612e-01;3.938105975323825669e-01;0.000000000000000000e+00
-7.088434925477049564e-01;-1.000523278440784036e+00;0.000000000000000000e+00
3.906538366644162763e-01;-2.141989965445003918e-01;0.000000000000000000e+00
2.897506007557089647e-01;1.147951252846628023e+00;1.000000000000000000e+00
